variant	bin_name	phase3_dist	phase4_mode	calc_variant	batch_size	job_id	nodes	ntasks_alloc	species	np	rep	status	exit_code	t_phase3_s	t_phase4_s	t_total_program_s	elapsed_seconds	mem_per_node	nodelist	log_file	output_file
block_pipeline_metacache_idxmap_batch2_calcbase	protspam_block_pipeline_metacache_idxmap_batch_calcbase	block	pipeline_metacache_idxmap_batch2	calcbase	2	8429558	1	64	55	8	2	OK	0	87.8386	755.75	860.347	863	65536	ilk-181	logs_variants_55/block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np8_rep2_8429558.log	results_variants_55/DMat_block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np8_rep2_8429558
block_pipeline_metacache_idxmap_batch2_calcbase	protspam_block_pipeline_metacache_idxmap_batch_calcbase	block	pipeline_metacache_idxmap_batch2	calcbase	2	8429558	1	64	55	8	3	OK	0	88.2027	756.548	861.547	864	65536	ilk-181	logs_variants_55/block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np8_rep3_8429558.log	results_variants_55/DMat_block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np8_rep3_8429558
block_pipeline_metacache_idxmap_batch2_calcbase	protspam_block_pipeline_metacache_idxmap_batch_calcbase	block	pipeline_metacache_idxmap_batch2	calcbase	2	8429558	1	64	55	16	1	OK	0	55.0571	513.898	585.4	589	65536	ilk-181	logs_variants_55/block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np16_rep1_8429558.log	results_variants_55/DMat_block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np16_rep1_8429558
block_pipeline_metacache_idxmap_batch2_calcbase	protspam_block_pipeline_metacache_idxmap_batch_calcbase	block	pipeline_metacache_idxmap_batch2	calcbase	2	8429558	1	64	55	16	2	OK	0	55.174	513.227	584.852	588	65536	ilk-181	logs_variants_55/block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np16_rep2_8429558.log	results_variants_55/DMat_block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np16_rep2_8429558
block_pipeline_metacache_idxmap_batch2_calcbase	protspam_block_pipeline_metacache_idxmap_batch_calcbase	block	pipeline_metacache_idxmap_batch2	calcbase	2	8429558	1	64	55	16	3	OK	0	55.1941	513.295	584.943	588	65536	ilk-181	logs_variants_55/block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np16_rep3_8429558.log	results_variants_55/DMat_block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np16_rep3_8429558
block_pipeline_metacache_idxmap_batch2_calcbase	protspam_block_pipeline_metacache_idxmap_batch_calcbase	block	pipeline_metacache_idxmap_batch2	calcbase	2	8429558	1	64	55	32	1	OK	0	28.0106	423.244	467.385	473	65536	ilk-181	logs_variants_55/block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np32_rep1_8429558.log	results_variants_55/DMat_block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np32_rep1_8429558
block_pipeline_metacache_idxmap_batch2_calcbase	protspam_block_pipeline_metacache_idxmap_batch_calcbase	block	pipeline_metacache_idxmap_batch2	calcbase	2	8429558	1	64	55	32	2	OK	0	28.0259	423.646	467.86	473	65536	ilk-181	logs_variants_55/block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np32_rep2_8429558.log	results_variants_55/DMat_block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np32_rep2_8429558
block_pipeline_metacache_idxmap_batch2_calcbase	protspam_block_pipeline_metacache_idxmap_batch_calcbase	block	pipeline_metacache_idxmap_batch2	calcbase	2	8429558	1	64	55	32	3	OK	0	28.0549	423.017	467.254	472	65536	ilk-181	logs_variants_55/block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np32_rep3_8429558.log	results_variants_55/DMat_block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np32_rep3_8429558
block_pipeline_metacache_idxmap_batch2_calcbase	protspam_block_pipeline_metacache_idxmap_batch_calcbase	block	pipeline_metacache_idxmap_batch2	calcbase	2	8429558	1	64	55	64	1	FAIL	137	NA	NA	NA	50	65536	ilk-181	logs_variants_55/block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np64_rep1_8429558.log	results_variants_55/DMat_block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np64_rep1_8429558
block_pipeline_metacache_idxmap_batch2_calcbase	protspam_block_pipeline_metacache_idxmap_batch_calcbase	block	pipeline_metacache_idxmap_batch2	calcbase	2	8429558	1	64	55	64	2	FAIL	137	NA	NA	NA	51	65536	ilk-181	logs_variants_55/block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np64_rep2_8429558.log	results_variants_55/DMat_block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np64_rep2_8429558
block_pipeline_metacache_idxmap_batch2_calcbase	protspam_block_pipeline_metacache_idxmap_batch_calcbase	block	pipeline_metacache_idxmap_batch2	calcbase	2	8429558	1	64	55	64	3	FAIL	137	NA	NA	NA	51	65536	ilk-181	logs_variants_55/block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np64_rep3_8429558.log	results_variants_55/DMat_block_pipeline_metacache_idxmap_batch2_calcbase_55sp_np64_rep3_8429558
