version	mode	job_id	nodes	ntasks_alloc	species	np	rep	status	exit_code	t_phase3_s	t_phase4_s	t_total_program_s	elapsed_seconds	mem_per_node	nodelist	log_file	output_file
pipeline_runlen_commopt	single-node	8082188	1	32	50	1	4	OK	0	705.693	2366.01	3085.22	3088	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np1_rep4_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np1_rep4_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	1	5	OK	0	705.355	2365.79	3084.63	3088	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np1_rep5_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np1_rep5_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	2	1	OK	0	340.533	723.368	1078.97	1082	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np2_rep1_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np2_rep1_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	2	2	OK	0	340.505	723.175	1078.41	1080	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np2_rep2_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np2_rep2_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	2	3	OK	0	340.12	723.558	1078.38	1081	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np2_rep3_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np2_rep3_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	2	4	OK	0	339.153	724.073	1077.94	1080	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np2_rep4_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np2_rep4_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	2	5	OK	0	340.252	723.333	1078.3	1082	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np2_rep5_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np2_rep5_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	4	1	OK	0	172.326	525.48	713.075	718	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np4_rep1_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np4_rep1_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	4	2	OK	0	172.561	525.121	712.947	715	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np4_rep2_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np4_rep2_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	4	3	OK	0	171.94	525.421	712.613	715	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np4_rep3_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np4_rep3_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	4	4	OK	0	172.324	525.408	712.986	715	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np4_rep4_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np4_rep4_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	4	5	OK	0	172.423	525.305	712.986	715	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np4_rep5_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np4_rep5_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	8	1	OK	0	89.5728	491.256	596.261	599	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np8_rep1_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np8_rep1_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	8	2	OK	0	89.4371	491.236	596.094	598	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np8_rep2_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np8_rep2_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	8	3	OK	0	89.4503	490.978	595.851	598	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np8_rep3_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np8_rep3_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	8	4	OK	0	89.5206	490.861	595.804	599	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np8_rep4_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np8_rep4_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	8	5	OK	0	89.4943	490.728	595.651	598	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np8_rep5_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np8_rep5_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	16	1	OK	0	72.4298	555.27	642.792	646	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np16_rep1_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np16_rep1_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	16	2	OK	0	72.5281	555.268	642.898	646	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np16_rep2_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np16_rep2_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	16	3	OK	0	72.449	555.52	643.143	646	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np16_rep3_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np16_rep3_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	16	4	OK	0	72.5243	555.305	642.915	646	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np16_rep4_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np16_rep4_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	16	5	OK	0	72.5301	554.11	641.722	646	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np16_rep5_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np16_rep5_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	32	1	OK	0	71.5112	674.332	760.086	764	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np32_rep1_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np32_rep1_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	32	2	OK	0	71.5219	691.84	777.622	781	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np32_rep2_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np32_rep2_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	32	3	OK	0	71.4213	692.1	777.761	781	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np32_rep3_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np32_rep3_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	32	4	OK	0	71.5283	691.325	777.106	782	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np32_rep4_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np32_rep4_8082188
pipeline_runlen_commopt	single-node	8082188	1	32	50	32	5	OK	0	71.519	691.291	777.058	781	65536	ilk-151	logs_phase4_single_64g/pipeline_runlen_commopt_single_50sp_np32_rep5_8082188.log	results_phase4_single_64g/DMat_pipeline_runlen_commopt_single_50sp_np32_rep5_8082188
