version	mode	job_id	nodes	ntasks_alloc	ntasks_per_node	species	np	rep	status	exit_code	t_phase3_s	t_phase4_s	t_total_program_s	elapsed_seconds	mem_per_node	nodelist	log_file	output_file
pipeline_runlen_commopt	node-scaling-all-np	8111047	4	32	8	10	1	1	OK	0	118.752	74.8484	196.085	199	65536	ilk-[62,72-73,78]	logs_phase4_nodes_allnp_64g/pipeline_runlen_commopt_nodes4_10sp_np1_rep1_8111047.log	results_phase4_nodes_allnp_64g/DMat_pipeline_runlen_commopt_nodes4_10sp_np1_rep1_8111047
pipeline_runlen_commopt	node-scaling-all-np	8111047	4	32	8	10	1	2	OK	0	117.983	76.6273	197.037	201	65536	ilk-[62,72-73,78]	logs_phase4_nodes_allnp_64g/pipeline_runlen_commopt_nodes4_10sp_np1_rep2_8111047.log	results_phase4_nodes_allnp_64g/DMat_pipeline_runlen_commopt_nodes4_10sp_np1_rep2_8111047
pipeline_runlen_commopt	node-scaling-all-np	8111047	4	32	8	10	1	3	OK	0	118.395	75.2273	196.039	200	65536	ilk-[62,72-73,78]	logs_phase4_nodes_allnp_64g/pipeline_runlen_commopt_nodes4_10sp_np1_rep3_8111047.log	results_phase4_nodes_allnp_64g/DMat_pipeline_runlen_commopt_nodes4_10sp_np1_rep3_8111047
pipeline_runlen_commopt	node-scaling-all-np	8111047	4	32	8	10	1	4	OK	0	118.974	76.2635	197.671	200	65536	ilk-[62,72-73,78]	logs_phase4_nodes_allnp_64g/pipeline_runlen_commopt_nodes4_10sp_np1_rep4_8111047.log	results_phase4_nodes_allnp_64g/DMat_pipeline_runlen_commopt_nodes4_10sp_np1_rep4_8111047
pipeline_runlen_commopt	node-scaling-all-np	8111047	4	32	8	10	1	5	OK	0	117.951	76.1111	196.589	199	65536	ilk-[62,72-73,78]	logs_phase4_nodes_allnp_64g/pipeline_runlen_commopt_nodes4_10sp_np1_rep5_8111047.log	results_phase4_nodes_allnp_64g/DMat_pipeline_runlen_commopt_nodes4_10sp_np1_rep5_8111047
pipeline_runlen_commopt	node-scaling-all-np	8111047	4	32	8	10	2	1	OK	0	56.529	39.4039	98.575	101	65536	ilk-[62,72-73,78]	logs_phase4_nodes_allnp_64g/pipeline_runlen_commopt_nodes4_10sp_np2_rep1_8111047.log	results_phase4_nodes_allnp_64g/DMat_pipeline_runlen_commopt_nodes4_10sp_np2_rep1_8111047
pipeline_runlen_commopt	node-scaling-all-np	8111047	4	32	8	10	2	2	OK	0	56.9226	39.7485	99.3051	102	65536	ilk-[62,72-73,78]	logs_phase4_nodes_allnp_64g/pipeline_runlen_commopt_nodes4_10sp_np2_rep2_8111047.log	results_phase4_nodes_allnp_64g/DMat_pipeline_runlen_commopt_nodes4_10sp_np2_rep2_8111047
pipeline_runlen_commopt	node-scaling-all-np	8111047	4	32	8	10	2	3	OK	0	56.6478	41.8885	101.193	104	65536	ilk-[62,72-73,78]	logs_phase4_nodes_allnp_64g/pipeline_runlen_commopt_nodes4_10sp_np2_rep3_8111047.log	results_phase4_nodes_allnp_64g/DMat_pipeline_runlen_commopt_nodes4_10sp_np2_rep3_8111047
pipeline_runlen_commopt	node-scaling-all-np	8111047	4	32	8	10	2	4	OK	0	56.4279	41.9361	100.992	103	65536	ilk-[62,72-73,78]	logs_phase4_nodes_allnp_64g/pipeline_runlen_commopt_nodes4_10sp_np2_rep4_8111047.log	results_phase4_nodes_allnp_64g/DMat_pipeline_runlen_commopt_nodes4_10sp_np2_rep4_8111047
pipeline_runlen_commopt	node-scaling-all-np	8111047	4	32	8	10	2	5	OK	0	56.2755	38.4848	97.3491	100	65536	ilk-[62,72-73,78]	logs_phase4_nodes_allnp_64g/pipeline_runlen_commopt_nodes4_10sp_np2_rep5_8111047.log	results_phase4_nodes_allnp_64g/DMat_pipeline_runlen_commopt_nodes4_10sp_np2_rep5_8111047
